option_id,field_id,display_order,option_value,status,value_code,phrase_category_id,pattern_id,old_option_id
122,19,0,Sleeplessness,A,,,,
123,20,0,Excessive Thirst,A,,,,
124,20,0,Cold Intolerance,A,,,,
125,20,0,Heat Intolerance,A,,,,
126,21,0,Swollen Glands,A,,,,
127,21,0,Easy Bruising,A,,,,
128,21,0,Blood Clots,A,,,,
129,22,0,Allergic Rhinitis,A,,,,
130,22,0,Asthma,A,,,,
131,22,0,Hives,A,,,,
132,23,0,Fever,A,,,,
133,23,0,Chills,A,,,,
134,23,0,Tremor,A,,,,
135,23,0,Weakness,A,,,,
136,24,0,Eye Pain,A,,,,
137,24,0,Eye Discharge,A,,,,
138,24,0,Eye Dryness,A,,,,
139,24,0,Eye Redness,A,,,,
140,24,0,Myopia,A,,,,
141,24,0,Hypermetropia,A,,,,
142,24,0,Cataract,A,,,,
143,24,0,Diplopia,A,,,,
144,24,0,Photophobia,A,,,,
145,25,0,Otalgia,A,,,,
146,25,0,Otorrhea,A,,,,
147,25,0,Dizziness,A,,,,
148,25,0,Tinnitus,A,,,,
149,25,0,Deafness,A,,,,
150,25,0,Cold,A,,,,
151,25,0,Epistaxis,A,,,,
28,2,0,Sharp,A,"",,,
29,2,0,Throbbing,A,"",,,
30,2,0,Burning,A,"",,,
31,2,0,Radiating,A,"",,,
32,2,0,Others,A,"",,,
33,3,0,Yesterday,A,"",,,
34,3,0,2 Days ago,A,"",,,
35,3,0,4 Days ago,A,"",,,
36,3,0,6 Days ago,A,"",,,
37,3,0,1 Week ago,A,"",,,
38,3,0,2 Weeks ago,A,"",,,
39,3,0,3 Weeks ago,A,"",,,
40,3,0,4 Weeks ago,A,"",,,
41,3,0,2 Months ago,A,"",,,
42,3,0,3 Months ago,A,"",,,
43,3,0,4 Months ago,A,"",,,
44,3,0,6 Months ago,A,"",,,
45,4,0,Constant,A,"",,,
46,4,0,Frequent,A,"",,,
47,4,0,Intermittent,A,"",,,
48,5,0,Fall,A,"",,,
49,5,0,Lifting Heavy Object,A,"",,,
50,6,0,Better when heat is applied,A,"",,,
51,6,0,Better when ice pack is applied,A,"",,,
52,6,0,Better when lying down,A,"",,,
53,7,0,Mild,A,"",,,
54,7,0,Moderate,A,"",,,
55,7,0,Severe,A,"",,,
56,7,0,Pain scale 2/10,A,"",,,
57,7,0,Pain scale 4/10,A,"",,,
58,7,0,Pain scale 6/10,A,"",,,
59,7,0,Pain scale 8/10,A,"",,,
60,7,0,Pain scale 10/10,A,"",,,
61,8,0,Numbness,A,"",,,
62,8,0,Weakness,A,"",,,
63,8,0,Dizziness,A,"",,,
64,8,0,Vomiting,A,"",,,
65,8,0,Nausea,A,"",,,
66,8,0,Fever,A,"",,,
67,8,0,Cough,A,"",,,
68,8,0,Headache,A,"",,,
69,8,0,Myalgia,A,"",,,
70,8,0,Abdominal Pain,A,"",,,
383,98,2,Rakta,A,0,,,
384,98,3,Mamsa,A,0,,,
385,98,4,Meda,A,0,,,
482,129,7,Posture,A,0,,,
483,129,8,Mental State,A,0,,,
484,129,9,Facies,A,0,,,
152,25,0,Nasal Congestion,A,,,,
153,25,0,Sneezing,A,,,,
154,25,0,Rhinorrhea,A,,,,
155,25,0,Sinusitis,A,,,,
156,25,0,Disphagia,A,,,,
157,25,0,Sore Throat,A,,,,
158,26,0,Chest Pain,A,,,,
159,26,0,Ankle Swelling,A,,,,
160,26,0,Palpitation,A,,,,
161,26,0,Tachycardia,A,,,,
162,26,0,Bradychardia,A,,,,
163,26,0,Dyspnea,A,,,,
164,26,0,Vertigo,A,,,,
165,26,0,Cardiac Murmur,A,,,,
166,26,0,Hypertension,A,,,,
167,26,0,Hypotension,A,,,,
168,27,0,Shortness of Breath,A,,,,
169,27,0,Wheezing,A,,,,
170,27,0,Dyspnea,A,,,,
171,27,0,Cough,A,,,,
172,27,0,Apnea,A,,,,
173,27,0,Asthma,A,,,,
174,28,0,Nausea,A,,,,
175,28,0,Vomiting,A,,,,
176,28,0,Diarrhea,A,,,,
177,28,0,Melena,A,,,,
178,28,0,Abdominal Cramping,A,,,,
179,28,0,Belching,A,,,,
180,28,0,Constipation,A,,,,
181,28,0,Appetite,A,,,,
182,28,0,Abdominal Pain,A,,,,
183,29,0,Amenorrhea,A,,,,
184,29,0,Leukorrhea,A,,,,
185,29,0,Dysmenorrhea,A,,,,
186,29,0,Mastodynia,A,,,,
187,29,0,Testicular Pain,A,,,,
188,29,0,Penile Discharge,A,,,,
189,29,0,Hematuria,A,,,,
190,29,0,Urinary Incontinence,A,,,,
191,29,0,Urinary Frequency,A,,,,
192,29,0,Renal Colic,A,,,,
193,29,0,Nocturia,A,,,,
194,30,0,Lumbago,A,,,,
195,30,0,Cervicalgia,A,,,,
196,30,0,Arthralgia,A,,,,
197,30,0,Stiffness,A,,,,
198,30,0,Swelling,A,,,,
199,30,0,Myalgia,A,,,,
200,30,0,Pain in the Limb,A,,,,
201,30,0,Edema,A,,,,
202,31,0,Rash,A,,,,
203,31,0,Sunburn,A,,,,
204,31,0,Urticaria,A,,,,
205,31,0,Discoloration,A,,,,
206,31,0,Hair Loss,A,,,,
207,31,0,Itching,A,,,,
208,31,0,Warts,A,,,,
209,31,0,Pallor,A,,,,
210,32,0,Headache,A,,,,
211,32,0,Numbness,A,,,,
212,32,0,Lack of Coordination,A,,,,
213,32,0,Tremor,A,,,,
214,32,0,Vertigo,A,,,,
215,33,0,Anxiety,A,,,,
216,33,0,Depression,A,,,,
217,33,0,Mood Disorders,A,,,,
218,33,0,Insomnia,A,,,,
219,34,0,Excessive Thirst,A,,,,
220,34,0,Cold Intolerance,A,,,,
221,34,0,Heat Intolerance,A,,,,
222,35,0,Enalrgement of Lymph Nodes,A,,,,
223,35,0,Anemia,A,,,,
224,35,0,Bruising,A,,,,
225,35,0,Allergy,A,,,,
226,36,0,Allergic Rhinitis,A,,,,
227,36,0,Asthma,A,,,,
228,36,0,Hives,A,,,,
229,42,1,Menarche (yrs),A,0,,,
230,42,2,Menopause (yrs),A,0,,,
231,42,3,LMP,I,0,,,
232,42,4,Menstrual Cycle (Days),I,0,,,
233,44,1,Thick,A,0,,,
234,44,2,Thin,A,0,,,
235,45,1,Scanty,A,0,,,
236,45,2,Moderate,A,0,,,
237,45,3,Heavy,A,0,,,
238,46,1,Present,A,0,,,
239,46,2,Absent,A,0,,,
240,47,1,Present,A,0,,,
241,47,2,Absent,A,0,,,
242,48,1,MH,A,"",,,
243,48,2,LMP,A,"",,,
244,48,3,PMH,A,"",,,
245,49,1,Colour,A,"",,,
246,49,2,Consistency,A,"",,,
247,49,3,Flow,A,"",,,
248,49,4,Clots,A,"",,,
249,49,5,Smell,A,"",,,
250,49,6,Discharge,A,"",,,
251,49,7,Pre Menstrual Symptoms,A,"",,,
252,49,8,Menopausal Symptoms,A,"",,,
253,50,1,Married,A,"",,,
254,50,2,Single,A,"",,,
255,50,3,Widow,A,"",,,
256,50,4,Widower,A,"",,,
257,50,5,Separated,A,"",,,
258,51,1,FTND,A,"",,,
259,51,2,PTND,A,"",,,
260,51,3,LSCS,A,"",,,
261,51,4,Instrumental,A,"",,,
262,51,5,Complications,A,"",,,
368,96,1,Vataja,A,0,,,
369,96,2,Pittaja,A,0,,,
370,96,3,Kaphaja,A,0,,,
371,96,4,Vata Pittaja,A,0,,,
372,96,5,Vata Kaphaja,A,0,,,
373,96,6,Pitta Kaphaja,A,0,,,
271,53,1,Consanginous,A,"",,,
272,53,2,Non Consanginous,A,"",,,
273,54,1,Vata,A,"",,,
274,54,2,Pitta,A,"",,,
275,54,3,Kapha,A,"",,,
276,54,4,Vata Pitta,A,"",,,
277,54,5,Vata Kapha,A,"",,,
278,54,6,Pitta Vata,A,"",,,
279,54,7,Pitta Kapha,A,"",,,
280,54,8,Kapha Vata,A,"",,,
281,54,9,Kapha Pitta,A,"",,,
282,54,10,Sannipataja,A,"",,,
283,55,1,Rasa,A,"",,,
284,55,2,Rakta,A,"",,,
285,55,3,Mamsa,A,"",,,
286,55,4,Meda,A,"",,,
287,55,5,Asthi,A,"",,,
288,55,6,Majja,A,"",,,
289,55,7,Shukra,A,"",,,
290,55,8,Mala,A,"",,,
291,55,9,Mutra,A,"",,,
292,55,10,Sweda,A,"",,,
293,55,11,Stanya,A,"",,,
294,55,12,Artava,A,"",,,
295,55,13,Kandara,A,"",,,
296,55,14,Sira,A,"",,,
297,55,14,Twacha,A,"",,,
298,55,15,Vasa,A,"",,,
299,55,16,Snayu,A,"",,,
300,55,17,Ojas,A,"",,,
301,55,18,Danta,A,"",,,
302,56,1,Pranavaha,A,"",,,
303,56,2,Udakavaha,A,"",,,
304,56,3,Annavaha,A,"",,,
305,56,4,Rasavaha,A,"",,,
306,56,5,Raktavaha,A,"",,,
307,56,6,Mamsavaha,A,"",,,
308,56,7,Medovaha,A,"",,,
309,56,8,Asthivaha,A,"",,,
310,56,9,Majjavaha,A,"",,,
311,56,10,Sukravaha,A,"",,,
312,56,11,Artavavaha,A,"",,,
313,56,12,Pureeshavaha,A,"",,,
314,56,13,Mutravaha,A,"",,,
315,56,14,Swedavaha,A,"",,,
316,56,15,Manovaha,A,"",,,
317,56,16,Viddalaxana,A,"",,,
318,57,1,Ati pravrutti,A,"",,,
319,57,2,Sangha,A,"",,,
320,57,3,Vimarga gamana,A,"",,,
321,57,4,Sira granthi,A,"",,,
322,58,1,Bahya,A,"",,,
323,58,2,Madhyama,A,"",,,
324,58,3,Abhyantara,A,"",,,
325,59,1,Sadhya,A,"",,,
326,59,2,Kashta sadhya,A,"",,,
327,59,3,Yapya,A,"",,,
328,59,4,Asadhya,A,"",,,
329,60,1,Pravara,A,"",,,
330,60,2,Madhyama,A,"",,,
331,60,3,Avara,A,"",,,
348,71,1,Ahara,A,"",,,
349,71,2,Vihara,A,"",,,
350,71,3,Nidra,A,"",,,
351,71,4,Vyayama,A,"",,,
352,71,5,Vyavaya,A,"",,,
353,71,6,Mala,A,"",,,
354,71,7,Mutra,A,"",,,
355,71,8,Madakari Dravya Abhyasa,A,"",,,
422,108,1,Jeerna (> 60yrs),A,0,,,
359,75,1,Upashaya,A,"",,,
360,75,2,Anupashaya,A,"",,,
1,1,0,Scalp,A,"",,,
2,1,0,Face,A,"",,,
3,1,0,Neck,A,"",,,
4,1,0,Throat,A,"",,,
5,1,0,Eyes,A,"",,,
6,1,0,Ears,A,"",,,
7,1,0,Nose,A,"",,,
8,1,0,Teeth,A,"",,,
9,1,0,Teeth,A,"",,,
10,1,0,Tongue,A,"",,,
11,1,0,Lips,A,"",,,
12,1,0,Head,A,"",,,
13,1,0,Chest,A,"",,,
14,1,0,Abdomen,A,"",,,
15,1,0,Uterus,A,"",,,
16,1,0,Cervical Spine,A,"",,,
17,1,0,Lubosacral Spine,A,"",,,
18,1,0,Shoulders,A,"",,,
19,1,0,Hand,A,"",,,
20,1,0,Wrist,A,"",,,
21,1,0,Fingers,A,"",,,
22,1,0,Pelvis,A,"",,,
23,1,0,Legs,A,"",,,
24,1,0,Knee,A,"",,,
25,1,0,Foot,A,"",,,
26,1,0,Ankle,A,"",,,
27,1,0,Toes,A,"",,,
332,67,1,Neurological,A,"",,,
333,67,2,Ophthalmic,A,"",,,
334,67,3,ENT,A,"",,,
335,67,4,Cardiovascular,A,"",,,
336,67,5,Respiratory,A,"",,,
337,67,6,Gastrointestinal,A,"",,,
338,67,7,Urinary,A,"",,,
339,67,8,Genital,A,"",,,
340,67,9,Musculoskeletal,A,"",,,
341,67,10,Integumentary,A,"",,,
342,67,11,Endocrine,A,"",,,
343,67,12,Psychiatric,A,"",,,
344,67,13,Hemotological/Lymphatic,A,"",,,
345,67,14,Allergic/Immunologic,A,"",,,
346,67,15,Local Examination,I,"",,,
347,67,16,All other systems,A,"",,,
374,96,7,Pitta Vataja,A,0,,,
375,96,8,Pitta Kapahaja,A,0,,,
376,96,9,Kapha Pittaja,A,0,,,
377,96,10,Kapha Vataja,A,0,,,
378,96,11,Sannipataja,A,0,,,
379,97,1,Pravara,A,0,,,
380,97,2,Madhyama,A,0,,,
381,97,3,Avara,A,0,,,
386,98,5,Asthi,A,0,,,
387,98,6,Majja,A,0,,,
388,98,7,Shukra,A,0,,,
389,98,8,Satva,A,0,,,
390,99,1,Pravara,A,0,,,
391,99,2,Madhyama,A,0,,,
392,99,3,Avara,A,0,,,
393,100,1,Pravara,A,0,,,
394,100,2,Madhyama,A,0,,,
395,100,3,Avara,A,0,,,
396,101,1,Sarvarasa,A,0,,,
397,101,2,Mishrarasa,A,0,,,
398,101,3,Ekarasa,A,0,,,
405,104,1,Pravara,A,0,,,
406,104,2,Madhyama,A,0,,,
407,104,3,Avara,A,0,,,
408,105,1,Baalyavastha,A,0,,,
409,105,2,Madhyamavastha,A,0,,,
410,105,3,Vrudhhavastha,A,0,,,
411,106,1,Ksheerannada (upto 2 yrs),A,0,,,
412,106,2,Annada (3-10),A,0,,,
413,106,3,Kumari (10-12),A,0,,,
414,106,4,Rajomati (12-16),A,0,,,
415,106,5,Kumara (10-16),A,0,,,
416,106,0,Annada (upto 1 yr),A,0,,,
417,107,1,Vriddhi(16 - 20),A,0,,,
402,103,1,Pravara,A,0,,,
418,107,2,Yauvana(20 - 30),A,0,,,
476,129,1,Appearance,A,0,,,
356,73,1,Diabetes,A,"",,,
436,114,1,Yes,A,0,,,
437,114,2,No,A,0,,,
434,113,1,Yes,A,0,,,
435,113,2,No,A,0,,,
403,103,2,Madhayama,A,0,,,
443,117,1,Yes,A,0,,,
444,117,2,No,A,0,,,
440,116,1,Junk Foods,A,0,,,
441,116,2,Untimely Food,A,0,,,
404,103,3,Avara,A,0,,,
357,73,2,Hypertension,A,"",,,
477,129,2,Pallor,A,0,,,
478,129,3,Jaundice,A,0,,,
431,112,1,Lipta,A,0,,,
432,112,2,Alpalipta,A,0,,,
433,112,3,Alipta,A,0,,,
438,115,1,Yes,A,0,,,
439,115,2,No,A,0,,,
479,129,4,Odema,A,0,,,
399,102,1,Pravara,A,0,,,
400,102,2,Madhyama,A,0,,,
401,102,3,Avara,A,0,,,
480,129,5,Lymphadenopathy,A,0,,,
481,129,6,Nourishment,A,0,,,
419,107,3,Sampoorna (30 - 40 ),A,0,,,
420,107,4,Praudhavasta(40 - 50),A,0,,,
421,107,5,Parihani ( 50 - 60),A,0,,,
358,73,3,Allergy,A,"",,,
458,73,4,Renal Diseases,A,"",,,
459,73,5,Liver Diseases,A,"",,,
460,73,6,Food Allergy,A,"",,,
461,73,7,Food Intolerance,A,"",,,
475,128,4,Orientation,A,0,,,
427,110,1,Normal,A,0,,,
428,110,2,> 50 %,A,0,,,
429,110,3,<50 %,A,0,,,
430,110,4,Poor,A,0,,,
445,118,1,Yes,A,0,,,
446,118,2,No,A,0,,,
447,118,1,Trial,I,1,,,
448,119,1,Yes,A,0,,,
449,119,2,No,A,0,,,
472,128,1,Appearance,A,0,,,
473,128,2,Body Built,A,0,,,
474,128,3,Body Strength,A,0,,,
485,128,5,Conciousness,A,0,,,
452,123,1,Yes,A,0,,,
453,123,2,No,A,0,,,
486,130,1,Hand-stretch breathing ,A,0,,,
487,130,2,Hands in & out breathing,A,0,,,
488,130,3,Ankle stretch breathing ,A,0,,,
454,124,1,Daily,A,0,,,
455,124,2,Alt day,A,0,,,
456,124,3,Weekly,A,0,,,
457,124,4,None,A,0,,,
450,120,1,Yes,A,0,,,
451,120,2,No,A,0,,,
442,116,3,Excessive Food,A,0,,,
462,127,1,1,A,0,,,
463,127,2,2,A,0,,,
464,127,3,3,A,0,,,
465,127,4,4,A,0,,,
466,127,5,5,A,0,,,
467,127,6,6,A,0,,,
468,127,7,7,A,0,,,
469,127,8,8,A,0,,,
470,127,9,9,A,0,,,
471,127,10,10,A,0,,,
489,131,1,Rabbit breathing,A,0,,,
490,131,2,Dog breathing,A,0,,,
491,131,3,Tiger breathing ,A,0,,,
492,131,4,Shashankasana breathing,A,0,,,
493,132,1,Bhujangasana breathing,A,0,,,
494,132,2,Shalabhasana breathing,A,0,,,
495,132,3,Dhanurasana breathing,A,0,,,
496,132,4,Navasana breathing,A,0,,,
497,133,1,Side leg raising,A,0,,,
498,133,2,Straight leg raising,A,0,,,
499,133,3,Naukasana breathing,A,0,,,
500,133,4,Jathara-parivartanasana breathing,A,0,,,
501,134,1,Neck movement â Forward/backward bending,A,0,,,
502,134,2,Neck movement â side bending,A,0,,,
503,134,3,Neck movement â Twisting,A,0,,,
504,134,4,Neck movement â Rotation,A,0,,,
505,134,5,Shoulder rotation,A,0,,,
506,134,6,Shoulder blade touching,A,0,,,
507,134,7,Elbow movements/Rotation,A,0,,,
508,134,8,Wrist movements/rotation,A,0,,,
509,134,9,Finger joint loosening,A,0,,,
510,134,10,Waist rotation,A,0,,,
511,134,11,Forward/backward bending,A,0,,,
512,134,12,Side bending,A,0,,,
513,134,13,Trikonasana stretch,A,0,,,
514,134,14,Twisting,A,0,,,
515,134,15,Alternate toe touching,A,0,,,
516,134,16,Alternate heel touching,A,0,,,
517,134,17,Back swing-forward,A,0,,,
518,134,18,Back swing-sideways,A,0,,,
519,134,19,Padasanchalana,A,0,,,
520,134,20,Drill walking,A,0,,,
521,134,21,Utkatasana stretch,A,0,,,
522,134,22,Simple walking ,A,0,,,
523,134,23,Hip stretch,A,0,,,
524,134,24,Thigh stretch ,A,0,,,
525,134,25,Knee rotation ,A,0,,,
526,134,26,Knee bending ,A,0,,,
527,134,27,Ankle movement/rotation  ,A,0,,,
528,134,28,Toe bending ,A,0,,,
529,134,29,Tadasana stretch ,A,0,,,
530,134,30,Sit-ups,A,0,,,
531,134,31,"Jogging âforward, backward, sideways, jumping",A,0,,,
532,134,32,Vayu nishkasana,A,0,,,
533,134,33,Kauva chalasana,A,0,,,
534,134,34,Udarakarshanasana,A,0,,,
535,134,35,Bandha hastotthanasana,A,0,,,
536,134,37,Akarna dhanurasana,A,0,,,
537,134,38,Tiryak kati chakrasana,A,0,,,
538,134,39,Utthanasana,A,0,,,
539,134,40,Utthita-lolasana,A,0,,,
540,134,41,Dolasana,A,0,,,
541,134,42,Kashtha takshanasana,A,0,,,
659,140,1,Bhujangasana,A,0,,,
660,140,2,Shalabhasana,A,0,,,
661,140,3,Dhanurasana,A,0,,,
662,140,4,Navasana,A,0,,,
663,140,5,Parvatasana,A,0,,,
664,140,6,Ashwa-sanchalanasana,A,0,,,
665,140,7,Santolasana,A,0,,,
666,140,8,Bhumipadamastakasana,A,0,,,
667,140,9,Sarpasana,A,0,,,
668,140,10,Makarasana,A,0,,,
669,140,11,Matsyakridasana,A,0,,,
670,140,12,Jyesticasana,A,0,,,
542,135,1,Knee cap tightening,A,"",,,
543,135,2,Knee cap rotation  ,A,0,,,
544,135,3,Patella movement ,A,0,,,
545,135,4,Knee stretch ,A,0,,,
671,140,13,Advasana,A,0,,,
683,142,1,Jala neti,A,0,,,
684,142,2,Sutraneti,A,0,,,
685,142,3,Vamana dhouti,A,0,,,
686,142,4,Laghu-shankha prakshalana,A,0,,,
687,142,5,Purna-shankha prakshalana,A,0,,,
688,142,6,Agnisara,A,0,,,
689,142,7,Kapalabhati,A,0,,,
546,135,5,Knee rotation ,A,0,,,
547,135,6,Janushirsasana breathing,A,0,,,
548,135,7,Bhunaman,A,0,,,
549,135,8,Chakki chalan,A,0,,,
550,135,9,Chapati making ,A,0,,,
551,135,10,Rowing the boat,A,0,,,
552,135,11,Paschimottanaresana stretch,A,0,,,
553,135,12,Tiger stretch,A,0,,,
554,135,13,Padmasana swing,A,0,,,
555,135,14,Side bending in padmasana  ,A,0,,,
556,135,15,Nauka-sanchalasana,A,0,,,
557,135,16,Back stretch (Ashwasanchalanasan),A,0,,,
558,135,17,Ardha chandrasana,A,0,,,
559,135,18,Baby walk,A,0,,,
560,135,19,Crow walk,A,0,,,
561,135,20,Frog jump,A,0,,,
562,135,21,Shashanka-bhujangasa,A,0,,,
563,135,22,Vyaghrasana,A,0,,,
564,135,23,Balancing practices,A,0,,,
565,135,25,Gatyatmaka meru vakrasana,A,0,,,
566,135,26,Rajju karshanasana,A,0,,,
567,135,27,Half butterfly,A,0,,,
568,135,28,Full butterfly,A,0,,,
569,135,29,Baby swing,A,0,,,
570,135,30,Baddhakonasana bending,A,0,,,
571,136,1,Dhanurasana swing,A,0,,,
572,136,2,Dhanurasana stretch â up & down/ sideways  ,A,0,,,
573,136,3,Push-ups,A,0,,,
574,136,4,Alternate bhujangasana-parvatasana,A,0,,,
575,136,5,Serpant stretch â with single/both legs,A,0,,,
576,136,6,Tiryak bhujangasana,A,0,,,
577,136,7,Utthana pristhasana,A,0,,,
578,136,8,Ardha shalabhasana (Alternate leg & arm),A,0,,,
579,136,9,Sarpasana stretch,A,0,,,
580,137,1,Cycling ,A,0,,,
581,137,2,Setubandasana,A,o,,,
582,137,3,Dorsal stretch,A,0,,,
583,137,4,Pavanamuktasana kriya,A,0,,,
584,137,5,Pavanamuktasana stretch,A,0,,,
585,137,6,Rocking & rolling ,A,0,,,
586,137,7,Folded leg lumbar stretch,A,0,,,
587,137,8,Cross leg lumbar stretch,A,0,,,
588,137,9,Alternate halasana-paschimottanasana,A,0,,,
589,137,10,Shava udarakarshanasana,A,0,,,
590,137,11,Supta padasanchalana,A,0,,,
591,137,12,Pada chakrasana,A,0,,,
592,137,13,Gatyatmaka paschimottanasana,A,0,,,
593,137,14,Full-body rolling,A,0,,,
594,137,15,Alternate dandasana & lambasana,A,0,,,
616,139,1,Vajrasana,A,0,,,
617,139,2,Siddhasana,A,0,,,
618,139,3,Sukhasana,A,0,,,
619,139,4,Padadhirasana,A,0,,,
620,139,5,Bhadrasana,A,0,,,
621,139,6,Simhasana,A,0,,,
622,139,7,Virasana,A,0,,,
595,138,1,Utkatasana,A,0,,,
596,138,2,Ardhakati-chakrasana,A,0,,,
597,138,3,Ardha-chakrasana,A,0,,,
598,138,4,Vrikshasana,A,0,,,
599,138,5,Garudasana,A,0,,,
600,138,6,Trikonasana,A,0,,,
601,138,7,Dwikonasana,A,0,,,
602,138,8,Parshva-konasana,A,0,,,
603,138,9,Tadasana,A,0,,,
604,138,10,Tiryak-tadasan,A,0,,,
605,138,11,Uttanasana,A,0,,,
606,138,12,Pada-hastasana,A,0,,,
607,138,13,Natavarasana,A,0,,,
608,138,14,Eka-padasana,A,0,,,
609,138,15,Hastapadangushtahasana,A,0,,,
610,138,16,Vatayanasana,A,0,,,
611,138,17,Shirsha-angushtha yogasana,A,0,,,
612,138,18,Bakasana,A,0,,,
613,138,19,Utthita-hastapadangushthasana,A,0,,,
614,138,20,Gorakshasana,A,0,,,
615,138,21,Viparita dandasana,A,0,,,
623,139,8,Paschimottanasana,A,0,,,
624,139,9,Prasaritapada-paschimottanasana,A,0,,,
625,139,10,Janu-shirshasana,A,0,,,
626,139,11,Padmasana,A,0,,,
627,139,12,Yogamudrsana,A,0,,,
628,139,13,Baddhapadmasana,A,0,,,
629,139,14,Baddhakonasana,A,0,,,
630,139,15,Gomukhasana,A,0,,,
631,139,16,Vakrasana,A,0,,,
632,139,17,Ardha-matsyendrasana,A,0,,,
633,139,18,Purna-matsyendrasana,A,0,,,
634,139,19,Shashankasana,A,0,,,
635,139,20,Ushtrasana,A,0,,,
636,139,21,Sputa-vajrasana (2 variations),A,0,,,
637,139,22,Matsyasana,A,0,,,
638,139,23,Malasana,A,0,,,
639,139,24,Hamsasana,A,0,,,
640,139,25,Dwipada-sirsasana,A,0,,,
641,139,26,Ekapada-sirsasana,A,0,,,
642,139,27,Moolabandhasana,A,0,,,
643,139,29,Akarnadhanurasana,A,0,,,
644,139,30,Koormasana,A,0,,,
645,139,31,Dwi-hastabhujasana,A,0,,,
646,139,32,Ardha-shirshasana,A,0,,,
672,141,1,Lambasana,A,0,,,
673,141,2,Setubandhasana,A,0,,,
674,141,3,Naukasana,A,0,,,
675,141,4,Viparitakarani asana,A,0,,,
676,141,5,Sarvangasana,A,0,,,
677,141,6,Padma-sarvangasana,A,0,,,
678,141,7,Halasana,A,0,,,
679,141,8,Garbhapindasana,A,0,,,
680,141,9,Jathara-parivartanasana,A,0,,,
681,141,10,Hasta-padangushthasana,A,0,,,
682,141,11,Shavasana,A,0,,,
728,146,1,IRT-Instant Relaxation Technique,A,0,,,
729,146,2,QRT-Quick Relaxation Technique,A,0,,,
730,146,3,DRT-Deep Relaxation Technique,A,0,,,
647,139,33,Shirshasana,A,0,,,
648,139,34,Parivritta-janushirshasana,A,0,,,
649,139,35,Meru-vakrasana,A,0,,,
650,139,36,Saithalyasana,A,0,,,
651,139,37,Namana-pranamanasana,A,0,,,
652,139,38,Gupta-padmasana,A,0,,,
653,139,39,Marichyasana,A,0,,,
654,139,40,Upavishta-konasana,A,0,,,
655,139,41,Supta-swastikasana,A,0,,,
656,139,42,Triang mukhaikapada in paschimottanasana,A,0,,,
657,139,43,Ardha-baddha-padma in paschimottanasana,A,0,,,
658,139,44,Parshva upavishta konasana ,A,0,,,
690,142,8,Trataka,A,0,,,
691,142,9,Moola shodhana,A,0,,,
692,143,1,Natural breathing,A,0,,,
693,143,2,Yogic breathing,A,0,,,
694,143,3,Suryaanuloma,A,0,,,
695,143,4,chandraanuloma,A,0,,,
696,143,5,Nadishodhana,A,0,,,
697,143,6,Nadishodhana with Antar-kumbhaka,A,0,,,
